780102999, 25, 80.00%
780102997, 28, 87.00%
780102996, 27, 84.00%
780102991, 26, 81.00%
780102990, 25, 78.00%
780102988, 28, 87.00%
780102985, 27, 84.00%
780102983, 28, 87.00%
780102982, 26, 81.00%
780102976, 24, 75.00%
780102968, 24, 75.00%
780102965, 32, 100.00%
780102964, 29, 90.00%
780102962, 27, 84.00%
