BSBE,Department of Biosciences and Bioengineering
CE,Department of Civil Engineering
CH,Department of Chemistry
CL,Department of Chemical Engineering
CRT,Centre for Rural Technology
CS,Department of Computer Science and Engineering
DD,Department of Design
EEE,Department of Electronics and Electrical Engineering
HSS,Department of Humanities and Social Sciences
MA,Department of Mathematics
ME,Department of Mechanical Engineering
PH,Department of Physics
